ligand,receptor,ligand_uniprot,receptor_uniprot,y,set
IFNA16,IFNAR2,P05015,P48551,1,train
INSL3,KIR2DS1,P51460,Q14954,0,train
RSPO1,FZD8,Q2MKA7,Q9H461,1,train
CALM1,ADCYAP1R1,P0DP23,P41586,1,train
PYY,DLG2,P10082,Q15700,0,train
COL2A1,DDR1,P02458,Q08345,1,train
HSP90AA1,TSPAN32,P07900,Q96QS1,0,train
NRG2,ERBB4,O14511,Q15303,1,train
CCL13,ACKR1,Q99616,Q16570,1,train
VIM,CD44,P08670,P16070,1,train
P4HB,DSTYK,P07237,Q6XUX3,0,train
IL16,HPCAL1,Q14005,P37235,0,train
THBS1,SLC38A10,P07996,Q9HBR0,0,train
HLA-C,KIR3DL1,P10321,P43629,1,train
CRP,OLR1,P02741,P78380,1,train
TNF,FFAR2,P01375,O15552,1,train
CALM2,GRM5,P0DP24,P41594,1,train
CNTN3,MOSMO,Q9P232,Q8NHV5,0,train
LTF,TNFRSF14,P02788,Q92956,0,train
COL18A1,AMIGO2,P39060,Q86SJ2,0,train
CALM2,GSG1L2,P0DP24,A8MUP6,0,train
CCL21,ACKR4,O00585,Q9NPB9,1,train
SFRP1,FZD6,Q8N474,O60353,1,train
PDGFB,PDGFRB,P01127,P09619,1,train
CSF2,CSF3R,P04141,Q99062,1,train
CXCL11,SLC46A1,O14625,Q96NT5,0,train
IL19,OR14I1,Q9UHD0,A6ND48,0,train
SYK,CLDN23,P43405,Q96B33,0,train
CLEC3A,SLC52A3,O75596,Q9NQ40,0,train
THBS1,ITGA3,P07996,P26006,1,train
IL33,IL1RL1,O95760,Q01638,1,train
RLN3,TMEM106C,Q8WXF3,Q9BVX2,0,train
TGFB1,ACVRL1,P01137,P37023,1,train
IL36A,IL36RN,Q9UHA7,Q9UBH0,1,train
VCAM1,EZR,P19320,P15311,1,train
CALCB,RAMP3,P10092,O60896,1,train
TNF,OR2M4,P01375,Q96R27,0,train
INHBA,CLEC4C,P08476,Q8WTT0,0,train
LRIG1,ABITRAM,Q96JA1,Q9NX38,0,train
FN1,P2RX1,P02751,P51575,0,train
CHAD,MS4A6A,O15335,Q9H2W1,0,train
IL16,GRIN2B,Q14005,Q13224,1,train
VCAM1,MS4A13,P19320,Q5J8X5,0,train
RGMA,BMPR2,Q96B86,Q13873,1,train
VIP,RAMP3,P01282,O60896,1,train
CCL19,CASC3,Q99731,O15234,0,train
NPY,GRM7,P01303,Q14831,1,train
WNT7A,PHLPP2,O00755,Q6ZVD8,0,train
VEGFB,TRAV8-1,P49765,A0A0A6YYK1,0,train
NTS,ZP1,P30990,P60852,0,train
LAMA4,ITGAV,Q16363,P06756,1,train
GCG,REELD1,P01275,A0A1B0GV85,0,train
NPB,MTNR1A,Q8NG41,P48039,1,train
CD24,SELP,P25063,P16109,1,train
PLAU,UPK3BL2,P00749,E5RIL1,0,train
COL4A5,ITGA1,P29400,P56199,1,train
DHH,GAPDH,O43323,P04406,0,train
CCL23,CCR1,P55773,P32246,1,train
ADM,RAMP2,P35318,O60895,1,train
CNTN2,GCSAM,Q02246,Q8N6F7,0,train
TGFB1,SDC2,P01137,P34741,1,train
RLN1,RASGRP4,P04808,Q8TDF6,0,train
CALM3,SLC6A19,P0DP25,Q695T7,0,train
HLA-E,OR7D4,P13747,Q8NG98,0,train
WNT3,XKR5,P56703,Q6UX68,0,train
PYY,TMEM123,P10082,Q8N131,0,train
NPS,PCDHB16,P0C0P6,Q9NRJ7,0,train
WNT3A,TMPRSS15,P56704,P98073,0,train
IL4,LIMS1,P05112,P48059,0,train
CD34,CD320,P28906,Q9NPF0,0,train
NODAL,TMEM131,Q96S42,Q92545,0,train
PROC,ESPN,P04070,B1AK53,0,train
NXPH3,SPPL3,O95157,Q8TCT6,0,train
WNT3A,FZD2,P56704,Q14332,1,train
CD99,CD81,P14209,P60033,1,train
FGF3,IGSF11,P11487,Q5DX21,0,train
HLA-A,CATSPER1,P04439,Q8NEC5,0,train
APLN,ADRA2A,Q9ULZ1,P08913,1,train
CCL25,TAS2R50,O15444,P59544,0,train
CD70,CD27,P32970,P26842,1,train
CCL22,CCR4,O00626,P51679,1,train
NLGN1,GJB6,Q8N2Q7,O95452,0,train
GHRL,PTGER3,Q9UBU3,P43115,1,train
PPY,NPY4R,P01298,P50391,1,train
CCL3,CCR3,P10147,P51677,1,train
SERPINE2,LRP1,P07093,Q07954,1,train
APLN,MS4A6A,Q9ULZ1,Q9H2W1,0,train
CCL26,MRGPRX1,Q9Y258,Q96LB2,0,train
CGN,F11R,Q9P2M7,Q9Y624,1,train
CCL17,CD27,Q92583,P26842,0,train
FN1,VSIG4,P02751,Q9Y279,0,train
TNFSF10,TNFRSF11B,P50591,O00300,1,train
EFNA4,EPHA10,P52798,Q5JZY3,1,train
SAA1,FPR2,P0DJI8,P25090,1,train
CEACAM6,EGFR,P40199,P00533,1,train
BMP7,LIN7A,P18075,O14910,0,train
SELPLG,C3orf80,Q14242,F5H4A9,0,train
CXCL8,CXCR2,P10145,P25025,1,train
COL1A1,ITGA5,P02452,P08648,1,train
UCN2,CRHR2,Q96RP3,Q13324,1,train
COL8A2,EPHB6,P25067,O15197,0,train
CXCL11,CXCR3,O14625,P49682,1,train
LEFTY1,ACVR2A,O75610,P27037,1,train
FN1,ITGA4,P02751,P13612,1,train
FGF14,FGFR4,Q92915,P22455,1,train
HLA-A,KIR3DL2,P04439,P43630,1,train
IL2,IL2RA,P60568,P01589,1,train
IL20,GUCY2C,Q9NYY1,P25092,0,train
CGA,MRGPRG,P01215,Q86SM5,0,train
BMP2,NRSN2,P12643,Q9GZP1,0,train
FN1,TMPRSS6,P02751,Q8IU80,1,train
CFC1,SMAD3,P0CG37,P84022,1,train
UCN,CRHR1,P55089,P34998,1,train
VEGFB,RET,P49765,P07949,1,train
EFNB2,RHBDL2,P52799,Q9NX52,1,train
GNAI2,MTARC1,P04899,Q5VT66,0,train
ANOS1,FGFR1,P23352,P11362,1,train
BTC,ERBB2,P35070,P04626,1,train
SERPINE1,ITGAV,P05121,P06756,1,train
IGFL1,GPR75,Q6UW32,O95800,0,train
LAMA2,ITGB1,P24043,P05556,1,train
JAG1,TEC,P78504,P42680,0,train
PYY,MTNR1A,P10082,P48039,1,train
NTN1,UNC5C,O95631,O95185,1,train
RTN4,TRDC,Q9NQC3,B7Z8K6,0,train
F10,PIEZO1,P00742,Q92508,0,train
PTH2,RAMP2,Q96A98,O60895,1,train
THBS2,AQP4,P35442,P55087,0,train
FBN1,ITGB1,P35555,P05556,1,train
ADAM10,EPHA3,O14672,P29320,1,train
EREG,SMIM34A,O14944,A8MWV9,0,train
NPTX2,NPTXR,P47972,O95502,1,train
IAPP,OR6T1,P10997,Q8NGN1,0,train
IL24,LDLR,Q13007,P01130,0,train
NID1,ITGA3,P14543,P26006,1,train
ADM,RAMP1,P35318,O60894,1,train
SERPINE1,NPFFR1,P05121,Q9GZQ6,0,train
FGF23,CNNM2,Q9GZV9,Q9H8M5,0,train
ACTR2,MBTPS2,P61160,O43462,0,train
WNT3A,ARHGEF39,P56704,Q8N4T4,0,train
RLN2,RAMP3,P04090,O60896,1,train
COL4A5,GFRA1,P29400,P56159,0,train
FN1,CD79A,P02751,P11912,1,train
IFNG,IFNGR2,P01579,P38484,1,train
NRTN,GFRA3,Q99748,O60609,1,train
FGG,ITGAV,P02679,P06756,1,train
APOE,OR52N4,P02649,Q8NGI2,0,train
SEMA3C,NRP1,Q99985,O14786,1,train
WNT7A,FZD9,O00755,O00144,1,train
CCL14,MFSD2B,Q16627,A6NFX1,0,train
JAG1,NOTCH2,P78504,Q04721,1,train
S100A10,TMEM185A,P60903,Q8NFB2,0,train
FGA,COL23A1,P02671,Q86Y22,0,train
LGALS8,TLCD1,O00214,Q96CP7,0,train
HSPG2,ITGAM,P98160,P11215,0,train
VTN,ITGA2B,P04004,P08514,1,train
LHB,CDK5R1,P01229,Q15078,0,train
B2M,KIR2DL4,P61769,Q99706,0,train
LUM,ITGB1,P51884,P05556,1,train
CEACAM16,TECTA,Q2WEN9,O75443,1,train
PPBP,CXCR1,P02775,P25024,1,train
COL1A1,ITGA1,P02452,P56199,1,train
NRTN,GOLGA7B,Q99748,Q2TAP0,0,train
PYY,NPY5R,P10082,Q15761,1,train
DHH,CDON,O43323,Q4KMG0,1,train
ICAM4,ITGAL,Q14773,P20701,1,train
COL2A1,TNFRSF10A,P02458,O00220,1,train
SLIT1,GPC1,O75093,P35052,1,train
GNAI2,OR1A1,P04899,Q9P1Q5,0,train
NID1,ITGB3,P14543,P05106,1,train
CEACAM5,OR2J2,P06731,O76002,0,train
CXCL3,MDGA2,P19876,Q7Z553,0,train
CCL16,EPS8,O15467,Q12929,0,train
SERPINE1,LRP2,P05121,P98164,1,train
VIP,ADCYAP1R1,P01282,P41586,1,train
HLA-C,PCDHB1,P10321,Q9Y5F3,0,train
S100B,AGER,P04271,Q15109,1,train
APP,LRP6,P05067,O75581,1,train
F2,CCR9,P00734,P51686,0,train
CCL16,SLC20A2,O15467,Q08357,0,train
EFNB1,EPHB1,P98172,P54762,1,train
ADM2,RAMP1,Q7Z4H4,O60894,1,train
NPPA,TAOK2,P01160,Q9UL54,0,train
CAMP,IGF1R,P49913,P08069,1,train
APOE,LRP6,P02649,O75581,1,train
RSPO1,SLC11A1,Q2MKA7,P49279,0,train
PDGFC,TMEM215,Q9NRA1,Q68D42,0,train
CALM1,CACNA1C,P0DP23,Q13936,1,train
ICAM3,CD209,P32942,Q9NNX6,1,train
CCL5,CCRL2,P13501,O00421,1,train
IAPP,PTH1R,P10997,Q03431,1,train
APOB,ADRB2,P04114,P07550,1,train
C4BPA,FAM210A,P04003,Q96ND0,0,train
EFNB1,RAPGEF6,P98172,Q8TEU7,0,train
LPL,THBD,P06858,P07204,0,train
APOB,VLDLR,P04114,P98155,1,train
FGF9,ERVS71-1,P31371,P61550,0,train
FN1,ITGA8,P02751,P53708,1,train
LTB,CD40,Q06643,P25942,1,train
NGF,OR8J2,P01138,Q8NGG1,0,train
EFNA1,LPXN,P20827,O60711,0,train
L1CAM,TJP1,P32004,Q07157,0,train
CALM1,PDE1B,P0DP23,Q01064,1,train
LIPH,LPAR2,Q8WWY8,Q9HBW0,1,train
SEMA3A,CSMD1,Q14563,Q96PZ7,0,train
CEACAM1,IFNGR2,P13688,P38484,0,train
SST,CYFIP1,P61278,Q7L576,0,train
ICAM1,SPN,P05362,P16150,1,train
LGALS9,HAVCR2,O00182,Q8TDQ0,1,train
FGA,ITGA2B,P02671,P08514,1,train
PDGFA,IFT52,P04085,Q9Y366,0,train
B2M,CD1B,P61769,P29016,1,train
CALM3,TMEM230,P0DP25,Q96A57,0,train
APP,SLC26A11,P05067,Q86WA9,0,train
TNC,GNG5,P24821,P63218,0,train
KITLG,EPOR,P21583,P19235,1,train
LAMA2,ITGA3,P24043,P26006,1,train
CALM3,RPSA,P0DP25,P08865,0,train
AGRN,SIGLEC9,O00468,Q9Y336,0,train
ASIP,ATRN,P42127,O75882,1,train
F13A1,ITGA4,P00488,P13612,1,train
GAL,TAAR2,P22466,Q9P1P5,0,train
ANGPT2,KLRG2,O15123,A4D1S0,0,train
WNT3A,LRP5,P56704,O75197,1,train
CCL7,ACKR2,P80098,O00590,1,train
TSHB,TSHR,P01222,P16473,1,train
CXCL3,GRB7,P19876,Q14451,0,train
NPS,VIPR1,P0C0P6,P32241,1,train
CALCB,GPR171,P10092,O14626,0,train
BMP15,PIK3C2B,O95972,O00750,0,train
COL2A1,MAG,P02458,P20916,1,train
FGF23,FGFR2,Q9GZV9,P21802,1,train
IL16,HSPA5,Q14005,P11021,0,train
F13A1,ITGA9,P00488,Q13797,1,train
EFNA1,CTXND2,P20827,A0A1B0GV90,0,train
BTC,RTN2,P35070,O75298,0,train
APOB,LRP8,P04114,Q14114,1,train
EDN2,MPC1L,P20800,P0DKB6,0,train
APP,SLC6A9,P05067,P48067,0,train
SERPINE2,TMEM114,P07093,B3SHH9,0,train
ADCYAP1,VAMP5,P18509,O95183,0,train
IFNA8,ABHD2,P32881,P08910,0,train
POMC,RAMP3,P01189,O60896,1,train
FGF1,FGFRL1,P05230,Q8N441,1,train
CXCL3,RNF150,P19876,Q9ULK6,0,train
ADAMTS3,COQ8B,O15072,Q96D53,0,train
FGF2,SDC2,P09038,P34741,1,train
IL1F10,IL1R1,Q8WWZ1,P14778,1,train
SHBG,CLDN4,P04278,O14493,1,train
EFNA4,CAPG,P52798,P40121,0,train
NTS,NTSR2,P30990,O95665,1,train
HRAS,SDC2,P01112,P34741,1,train
A2M,VSIG4,P01023,Q9Y279,0,train
PSPN,GFRA2,O60542,O00451,1,train
CCL14,ACKR2,Q16627,O00590,1,train
WNT3A,CPNE1,P56704,Q99829,0,train
HEBP1,ADRA2A,Q9NRV9,P08913,1,train
BMP4,UTS2R,P12644,Q9UKP6,0,train
SLIT3,ROBO2,O75094,Q9HCK4,1,train
IAPP,HJV,P10997,Q6ZVN8,0,train
GAST,CCKBR,P01350,P32239,1,train
COL8A1,ANKH,P27658,Q9HCJ1,0,train
VIP,GPR84,P01282,Q9NQS5,1,train
AGRP,MC5R,O00253,P33032,1,train
CALM1,SLC5A3,P0DP23,P53794,0,train
LAMA5,ITGA2,O15230,P17301,1,train
THBS2,CD47,P35442,Q08722,1,train
F10,ITGB2,P00742,P05107,1,train
CALM1,CALCR,P0DP23,P30988,1,train
COL6A3,CMTM3,P12111,Q96MX0,0,train
ADM2,TMEM88,Q7Z4H4,Q6PEY1,0,train
SEMA3F,NRP1,Q13275,O14786,1,train
LEFTY1,ACVR2B,O75610,Q13705,1,train
TFPI,SDC4,P10646,P31431,1,train
RELN,C9orf135,P78509,Q5VTT2,0,train
EFNB2,TAS2R3,P52799,Q9NYW6,0,train
APELA,SPATA31A5,P0DMC3,Q5VU36,0,train
NODAL,ACVR2B,Q96S42,Q13705,1,train
PLAU,VLDLR,P00749,P98155,1,train
TNFSF10,TNFRSF10A,P50591,O00220,1,train
NCAM1,TMPRSS9,P13591,Q7Z410,0,train
APP,AGER,P05067,Q15109,1,train
BMP3,ATP9A,P12645,O75110,0,train
GAL,OR12D3,P22466,Q9UGF7,0,train
ADIPOQ,GPR42,Q15848,O15529,1,train
CCL23,ARMC9,P55773,Q7Z3E5,0,train
B2M,CD3G,P61769,P09693,1,train
CXCL9,ADRA2A,Q07325,P08913,1,train
EBI3,LCP1,Q14213,P13796,0,train
NPY,C9orf135,P01303,Q5VTT2,0,train
INSL3,HIDE1,P51460,A8MVS5,0,train
FGF2,SLC39A14,P09038,Q15043,0,train
IL3,CLDND1,P08700,Q9NY35,0,train
B2M,FXYD5,P61769,Q96DB9,0,train
IBSP,VSTM5,P21815,A8MXK1,0,train
RLN2,TSHR,P04090,P16473,1,train
NPPC,NPR2,P23582,P20594,1,train
CALCA,ATP6V0E2,P01258,Q8NHE4,0,train
CCL16,SLC5A1,O15467,P13866,0,train
RGMA,TRPV6,Q96B86,Q9H1D0,0,train
LIN7C,GPR150,Q9NUP9,Q8NGU9,0,train
CCL27,OR8D1,Q9Y4X3,Q8WZ84,0,train
BMP4,ASIC2,P12644,Q16515,0,train
B2M,HFE,P61769,Q30201,1,train
KISS1,KISS1R,Q15726,Q969F8,1,train
LRPAP1,LDLR,P30533,P01130,1,train
VEGFA,EGFR,P15692,P00533,1,train
CORT,MRGPRX2,O00230,Q96LB1,1,train
LHB,TSHR,P01229,P16473,1,train
FGF2,OR14I1,P09038,A6ND48,0,train
DKK1,ABHD13,O94907,Q7L211,0,train
CALM1,OR1E2,P0DP23,P47887,0,train
CALM1,RAF1,P0DP23,P04049,0,train
VCL,ITGB5,P18206,P18084,1,train
DSC1,NOX5,Q08554,Q96PH1,0,train
EFNB1,EPHA4,P98172,P54764,1,train
IL36A,IL1RL2,Q9UHA7,Q9HB29,1,train
LGALS9,EPB41L3,O00182,Q9Y2J2,0,train
CCL14,CCR1,Q16627,P32246,1,train
NPY,MIEN1,P01303,Q9BRT3,0,train
SFRP1,ADD3,Q8N474,Q9UEY8,0,train
CXCL13,OR51S1,O43927,Q8NGJ8,0,train
PLAU,IGF2R,P00749,P11717,1,train
NTN1,AQP2,O95631,P41181,0,train
PDGFB,FAM161A,P01127,Q3B820,0,train
CCL19,GOT2,Q99731,P00505,0,train
TGFB1,GJA9,P01137,P57773,0,train
LAMA1,LAMTOR1,P25391,Q6IAA8,0,train
HSPA4,TLR4,P34932,O00206,1,train
NCAM1,CACNA1C,P13591,Q13936,1,train
VIP,TRAV13-1,P01282,A0A0B4J241,0,train
IHH,ROR2,Q14623,Q01974,0,train
IL17F,IL17RA,Q96PD4,Q96F46,1,train
IL22,OCLN,Q9GZX6,Q16625,0,train
TPH1,HTR1D,P17752,P28221,1,train
CCL5,VDAC1,P13501,P21796,0,train
VEGFC,TMCO5A,P49767,Q8N6Q1,0,train
HRAS,AGTR1,P01112,P30556,1,train
CALM3,SLC28A1,P0DP25,O00337,0,train
INSL3,TPBGL,P51460,P0DKB5,0,train
TGFB3,FKSG35,P10600,Q9BZC5,0,train
B2M,KLRC2,P61769,P26717,1,train
INSL5,FAM89B,Q9Y5Q6,Q8N5H3,0,train
COL2A1,ITGAE,P02458,P38570,0,train
LAMC2,CD151,Q13753,P48509,1,train
LHB,ADRB3,P01229,P13945,1,train
SELPLG,CA14,Q14242,Q9ULX7,0,train
GDF6,BMPR1B,Q6KF10,O00238,1,train
ICAM4,TSPAN3,Q14773,O60637,0,train
NRG4,TMEM231,Q8WWG1,Q9H6L2,0,train
IL12A,IL12RB2,P29459,Q99665,1,train
CAMP,SLC23A1,P49913,Q9UHI7,0,train
ADAM10,TREM2,O14672,Q9NZC2,1,train
GDF6,ABCG5,Q6KF10,Q9H222,0,train
GAL,GALR3,P22466,O60755,1,train
CALM1,AQP1,P0DP23,P29972,1,train
MMP1,ITGA2,P03956,P17301,1,train
APOA1,LDLR,P02647,P01130,1,train
CALCA,VIPR1,P01258,P32241,1,train
FN1,ITGB3,P02751,P05106,1,train
TNFSF4,TRAF2,P23510,Q12933,1,train
WNT7A,RECK,O00755,O95980,1,train
ADAM10,CADM1,O14672,Q9BY67,1,train
HLA-B,LILRA1,P01889,O75019,1,train
CALM3,PPM1G,P0DP25,O15355,0,train
CCL13,CCR1,Q99616,P32246,1,train
CCL26,CCR1,Q9Y258,P32246,1,train
CEACAM1,TSPAN8,P13688,P19075,0,train
S100A4,ERBB2,P26447,P04626,1,train
EDN1,EDNRB,P05305,P24530,1,train
APLN,GRM7,Q9ULZ1,Q14831,1,train
F9,LRP1,P00740,Q07954,1,train
CDH1,ITGB7,P12830,P26010,1,train
FN1,TVP23C,P02751,Q96ET8,0,train
BMP2,TAS2R60,P12643,P59551,0,train
COL1A2,KCNK5,P08123,O95279,0,train
NPPC,LY6D,P23582,Q14210,0,train
CDH1,KLRG1,P12830,Q96E93,1,train
SEMA3A,CLEC4F,Q14563,Q8N1N0,0,train
LAMB3,ITGB4,Q13751,P16144,1,train
GDF9,TGFBR1,O60383,P36897,1,train
CCL21,OR7E24,O00585,Q6IFN5,0,train
SERPINE1,OR52E2,P05121,Q8NGJ4,0,train
RSPO1,ERBIN,Q2MKA7,Q96RT1,0,train
SPON2,ITGB2,Q9BUD6,P05107,1,train
RGMB,SLC22A24,Q6NW40,Q8N4F4,0,train
F2,F2RL3,P00734,Q96RI0,1,train
TNC,ITGA7,P24821,Q13683,1,train
CXCL2,ADRA2A,P19875,P08913,1,train
WNT9B,F3,O14905,P13726,0,train
EFNB1,SLC36A3,P98172,Q495N2,0,train
APOA2,TM2D3,P02652,Q9BRN9,0,train
COL5A2,TESC,P05997,Q96BS2,0,train
EFNB2,HLA-DRA,P52799,P01903,0,train
BMP4,BMPR1B,P12644,O00238,1,train
INSL3,RXFP1,P51460,Q9HBX9,1,train
FN1,MAST1,P02751,Q9Y2H9,0,train
FGA,CDH5,P02671,P33151,1,train
NRG4,ERBB4,Q8WWG1,Q15303,1,train
COL8A1,ITGA1,P27658,P56199,1,train
MFNG,ROBO2,O00587,Q9HCK4,0,train
LAMB1,ITGB1,P07942,P05556,1,train
HDC,PPP1R3A,P19113,Q16821,0,train
RLN3,GFRA2,Q8WXF3,O00451,0,train
HLA-G,CATSPERG,P17693,Q6ZRH7,0,train
CALM2,KCNQ1,P0DP24,P51787,1,train
BMP2,BMPR1B,P12643,O00238,1,train
SHANK1,GIPC1,Q9Y566,O14908,0,train
GCG,PROM1,P01275,O43490,0,train
MFNG,NOTCH2,O00587,Q04721,1,train
PPBP,EPS15L1,P02775,Q9UBC2,0,train
VEGFA,TYRO3,P15692,Q06418,1,train
CXCL5,CXCR2,P42830,P25025,1,train
GNAI2,CXCR1,P04899,P25024,1,train
VEGFA,SIRPA,P15692,P78324,1,train
CXCL3,MTNR1A,P19876,P48039,1,train
FGA,PTPRN,P02671,Q16849,0,train
IL36G,SLC35D3,Q9NZH8,Q5M8T2,0,train
FN1,PCDHA13,P02751,Q9Y5I0,0,train
PROC,TAS2R4,P04070,Q9NYW5,0,train
CFC1,RPP38-DT,P0CG37,Q8N326,0,train
WNT2B,LRRC37B,Q93097,Q96QE4,0,train
EFNB2,EPHB3,P52799,P54753,1,train
NPVF,NPFFR1,Q9HCQ7,Q9GZQ6,1,train
SPTBN2,PTPRA,O15020,P18433,1,train
COL9A3,KIR2DS2,Q14050,P43631,0,train
HLA-A,SLC12A2,P04439,P55011,0,train
FGB,PIK3C2B,P02675,O00750,0,train
FN1,ATP5F1A,P02751,P25705,0,train
APOB,MYH10,P04114,P35580,0,train
CHAD,ITGA2,O15335,P17301,1,train
IL12B,ACY3,P29460,Q96HD9,0,train
TNFSF10,OR8G3P,P50591,P0DMU2,0,train
NTNG1,LRRC4C,Q9Y2I2,Q9HCJ2,1,train
CALM1,PAFAH2,P0DP23,Q99487,0,train
IFNA17,OR2Y1,P01571,Q8NGV0,0,train
CXCL3,RAB8B,P19876,Q92930,0,train
KITLG,DOCK7,P21583,Q96N67,0,train
ADAM10,PCNX2,O14672,A6NKB5,0,train
RTN4,RTN4R,Q9NQC3,Q9BZR6,1,train
CCL1,MET,P22362,P08581,0,train
NRG1,MS4A4A,Q02297,Q96JQ5,1,train
PDX1,CR1,P52945,P17927,0,train
CCL18,NMBR,P55774,P28336,0,train
CCL19,ADRA2A,Q99731,P08913,1,train
ULBP2,VPS54,Q9BZM5,Q9P1Q0,0,train
COL1A2,ITGA11,P08123,Q9UKX5,1,train
COL6A2,ITGA2,P12110,P17301,1,train
PF4,FGFR2,P02776,P21802,1,train
TNFSF10,TNFRSF10D,P50591,Q9UBN6,1,train
POMC,PLPP4,P01189,Q5VZY2,0,train
CNTF,ERC2,P26441,O15083,0,train
CD55,ADGRE5,P08174,P48960,1,train
CCL19,KCNJ18,Q99731,B7U540,0,train
GSTP1,TRAF2,P09211,Q12933,1,train
CSF2,ASIC5,P04141,Q9NY37,0,train
CGA,ADCYAP1R1,P01215,P41586,1,train
LRPAP1,LRP8,P30533,Q14114,1,train
COL18A1,ITGA5,P39060,P08648,1,train
EFNA4,EPHA8,P52798,P29322,1,train
SEMA3A,NRP2,Q14563,O60462,1,train
VTN,PVR,P04004,P15151,1,train
IL18,IL1RAPL1,Q14116,Q9NZN1,1,train
EPO,EPHB4,P01588,P54760,1,train
CALM3,DCBLD2,P0DP25,Q96PD2,0,train
SST,SSTR1,P61278,P30872,1,train
OLFM2,CYRIB,O95897,Q9NUQ9,0,train
POMC,OR9G4,P01189,Q8NGQ1,0,train
AANAT,MTNR1B,Q16613,P49286,1,train
FAT4,SLC16A11,Q6V0I7,Q8NCK7,0,train
CALM2,TMTC2,P0DP24,Q8N394,0,train
HLA-A,KIR3DL1,P04439,P43629,1,train
GCG,LCK,P01275,P06239,0,train
EFNA1,EPHB1,P20827,P54762,1,train
COMP,CD36,P49747,P16671,1,train
EFNA1,EPHA5,P20827,P54756,1,train
IL19,IL20RA,Q9UHD0,Q9UHF4,1,train
HLA-A,KIR2DL3,P04439,P43628,1,train
CALM1,KCNQ3,P0DP23,O43525,1,train
ADAM15,ITGA9,Q13444,Q13797,1,train
DHH,BOC,O43323,Q9BWV1,1,train
NMB,BRS3,P08949,P32247,1,train
GIP,RAMP2,P09681,O60895,1,train
HLA-G,LILRB1,P17693,Q8NHL6,1,train
CCL14,CCR3,Q16627,P51677,1,train
VEGFA,EPHB2,P15692,P29323,1,train
CALM2,SCN4A,P0DP24,P35499,1,train
PROK2,PNKD,Q9HC23,Q8N490,0,train
KNG1,CD93,P01042,Q9NPY3,1,train
COL18A1,LCP1,P39060,P13796,0,train
LAMC2,NOS1AP,Q13753,O75052,0,train
CALM3,TRPC1,P0DP25,P48995,0,train
SPTBN2,IQSEC1,O15020,Q6DN90,0,train
DSCAM,DCC,O60469,P43146,1,train
ACTR2,ADRB2,P61160,P07550,1,train
L1CAM,EPHB2,P32004,P29323,1,train
COL3A1,FOLH1,P02461,Q04609,0,train
CALM1,OR10J4,P0DP23,P0C629,0,train
UCN3,CRHR2,Q969E3,Q13324,1,train
TIMP1,CD63,P01033,P08962,1,train
OLFM2,ROBO2,O95897,Q9HCK4,1,train
FAT4,DCHS1,Q6V0I7,Q96JQ0,1,train
WNT3A,ERMAP,P56704,Q96PL5,0,train
EREG,GPR101,O14944,Q96P66,0,train
FGF2,SDC1,P09038,P18827,1,train
CCL17,ACKR1,Q92583,Q16570,1,train
RLN2,PLA2G6,P04090,O60733,0,train
GNAI2,GPR37,P04899,O15354,0,train
CALCB,RAMP2,P10092,O60895,1,train
APP,PLEKHG5,P05067,O94827,0,train
PTPN6,ARHGAP44,P29350,Q17R89,0,train
ADM,MANSC1,P35318,Q9H8J5,0,train
EPO,ADRB1,P01588,P08588,0,train
VIP,RAB40A,P01282,Q8WXH6,0,train
CCN2,NECTIN3,P29279,Q9NQS3,0,train
LAMA5,STEAP4,O15230,Q687X5,0,train
F12,GP1BA,P00748,P07359,1,train
MMP9,ANKS1A,P14780,Q92625,0,train
GNAI2,GPR68,P04899,Q15743,0,train
RLN2,GPR20,P04090,Q99678,1,train
REN,CYYR1,P00797,Q96J86,0,train
TNF,TMEM191C,P01375,A6NGB0,0,train
TGFB3,THEM4,P10600,Q5T1C6,0,train
PTH2,CSMD3,Q96A98,Q7Z407,0,train
GAL,GALR2,P22466,O43603,1,train
CEACAM1,EGFR,P13688,P00533,1,train
CXCL9,CCDC120,Q07325,Q96HB5,0,train
LAMB1,ITGA2,P07942,P17301,1,train
ANOS1,KIR2DL1,P23352,P43626,0,train
SHANK1,SSTR2,Q9Y566,P30874,1,train
SPON2,ITGAM,Q9BUD6,P11215,1,train
ALOX5AP,ALOX5,P20292,P09917,1,train
RAET1E,LMBRD1,Q8TD07,Q9NUN5,0,train
S100A10,OR3A2,P60903,P47893,0,train
EPO,HAVCR1,P01588,Q96D42,0,train
TPH1,CD1D,P17752,P15813,0,train
CALM2,PDE1A,P0DP24,P54750,1,train
NID1,ITGB1,P14543,P05556,1,train
TSHB,RGS9,P01222,O75916,0,train
DKK1,LRP6,O94907,O75581,1,train
WNT2,FZD5,P09544,Q13467,1,train
PTH2,PTH1R,Q96A98,Q03431,1,train
GCG,ADRB3,P01275,P13945,1,train
BDNF,RASL10B,P23560,Q96S79,0,train
IL37,ACKR2,Q9NZH6,O00590,0,train
CALM1,GLP1R,P0DP23,P43220,1,train
APOB,LSR,P04114,Q86X29,1,train
LAMB1,MXRA8,P07942,Q9BRK3,0,train
CCL8,OR5M8,P80075,Q8NGP6,0,train
AVP,TRBV29-1,P01185,A0A5B7,0,train
PDGFB,ART1,P01127,P52961,1,train
HLA-B,LITAFD,P01889,A0A1B0GVX0,0,train
CCL13,CCR5,Q99616,P51681,1,train
LGALS3BP,CD33,Q08380,P20138,1,train
