name,gene,uniprot,location,origin,lr_type
AF-Q15464-F1-model_v4,SHB,Q15464,Cytoplasm;Cell membrane,u,receptor
AF-Q15465-F1-model_v4,SHH,Q15465,Endoplasmic reticulum membrane;Golgi apparatus membrane;Secreted;Cell membrane,c,ligand
AF-Q15485-F1-model_v4,FCN2,Q15485,Secreted,c,ligand
AF-Q15506-F1-model_v4,SPA17,Q15506,Membrane,u,receptor
AF-Q15517-F1-model_v4,CDSN,Q15517,Secreted,u,ligand
AF-Q15569-F1-model_v4,TESK1,Q15569,"Cytoplasm;Cytoplasm, perinuclear region;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cell projection, lamellipodium",u,receptor
AF-Q15582-F1-model_v4,TGFBI,Q15582,"Secreted;Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q15599-F1-model_v4,SLC9A3R2,Q15599,Endomembrane system;Nucleus;Apical cell membrane,u,receptor
AF-Q15612-F1-model_v4,OR1Q1,Q15612,Cell membrane,u,receptor
AF-Q15615-F1-model_v4,OR4D1,Q15615,Cell membrane,u,receptor
AF-Q15617-F1-model_v4,OR8G1,Q15617,Cell membrane,u,receptor
AF-Q15619-F1-model_v4,OR1C1,Q15619,Cell membrane,u,receptor
AF-Q15620-F1-model_v4,OR8B8,Q15620,Cell membrane,u,receptor
AF-Q15622-F1-model_v4,OR7A5,Q15622,Cell membrane,u,receptor
AF-Q15628-F1-model_v4,TRADD,Q15628,"Nucleus;Cytoplasm;Cytoplasm, cytoskeleton",c,receptor
AF-Q15642-F1-model_v4,TRIP10,Q15642,"Cytoplasm, cytoskeleton;Cytoplasm, cell cortex;Lysosome;Golgi apparatus;Cell membrane;Cell projection, phagocytic cup;Cytoplasm, perinuclear region",u,receptor
AF-Q15661-F1-model_v4,TPSAB1,Q15661,Secreted,u,ligand
AF-Q15669-F1-model_v4,RHOH,Q15669,Cytoplasm;Cell membrane,u,receptor
AF-Q15700-F1-model_v4,DLG2,Q15700,"Cell membrane;Postsynaptic density;Synapse;Membrane;Cell projection, axon;Perikaryon",u,receptor
AF-Q15722-F1-model_v4,LTB4R,Q15722,Cell membrane,u,receptor
AF-Q15726-F1-model_v4,KISS1,Q15726,Secreted,c,ligand
AF-Q15743-F1-model_v4,GPR68,Q15743,Cell membrane,u,receptor
AF-Q15746-F1-model_v4,MYLK,Q15746,"Cytoplasm;Cell projection, lamellipodium;Cleavage furrow;Cytoplasm, cytoskeleton, stress fiber",c,receptor
AF-Q15751-F1-model_v4,HERC1,Q15751,"Membrane;Cytoplasm, cytosol;Golgi apparatus",u,receptor
AF-Q15758-F1-model_v4,SLC1A5,Q15758,Cell membrane;Melanosome,c,receptor
AF-Q15760-F1-model_v4,GPR19,Q15760,Cell membrane,u,receptor
AF-Q15761-F1-model_v4,NPY5R,Q15761,Cell membrane,c,receptor
AF-Q15762-F1-model_v4,CD226,Q15762,Cell membrane,u,receptor
AF-Q15768-F1-model_v4,EFNB3,Q15768,Membrane,c,ligand
AF-Q15771-F1-model_v4,RAB30,Q15771,"Membrane;Golgi apparatus, trans-Golgi network;Cytoplasm;Golgi apparatus",u,receptor
AF-Q15782-F1-model_v4,CHI3L2,Q15782,Secreted,u,ligand
AF-Q15811-F1-model_v4,ITSN1,Q15811,"Endomembrane system;Synapse, synaptosome;Cell projection, lamellipodium;Cell membrane;Membrane, clathrin-coated pit;Recycling endosome;Endosome;Cytoplasmic vesicle;Cytoplasm;Endomembrane system;Nucleus envelope;Endomembrane system",u,receptor
AF-Q15818-F1-model_v4,NPTX1,Q15818,"Cytoplasmic vesicle, secretory vesicle",c,ligand
AF-Q15822-F1-model_v4,CHRNA2,Q15822,Postsynaptic cell membrane;Cell membrane,u,receptor
AF-Q15825-F1-model_v4,CHRNA6,Q15825,Postsynaptic cell membrane;Cell membrane,u,receptor
AF-Q15828-F1-model_v4,CST6,Q15828,Secreted,u,ligand
AF-Q15831-F1-model_v4,STK11,Q15831,Nucleus;Cytoplasm;Membrane;Mitochondrion;Nucleus;Cytoplasm,u,receptor
AF-Q15835-F1-model_v4,GRK1,Q15835,"Membrane;Cell projection, cilium, photoreceptor outer segment",u,receptor
AF-Q15842-F1-model_v4,KCNJ8,Q15842,Membrane,u,receptor
AF-Q15846-F1-model_v4,CLUL1,Q15846,Secreted,u,ligand
AF-Q15848-F1-model_v4,ADIPOQ,Q15848,Secreted,c,ligand
AF-Q15849-F1-model_v4,SLC14A2,Q15849,Apical cell membrane;Cell membrane,u,receptor
AF-Q15858-F1-model_v4,SCN9A,Q15858,"Cell membrane;Cell projection, neuron projection",u,receptor
AF-Q15878-F1-model_v4,CACNA1E,Q15878,Membrane,u,receptor
AF-Q15884-F1-model_v4,FAM189A2,Q15884,Early endosome membrane;Late endosome membrane;Recycling endosome membrane;Cell membrane,u,receptor
AF-Q16099-F1-model_v4,GRIK4,Q16099,Cell membrane;Postsynaptic cell membrane,u,receptor
AF-Q16206-F1-model_v4,ENOX2,Q16206,"Cell membrane;Secreted, extracellular space",u,ligand
AF-Q16270-F1-model_v4,IGFBP7,Q16270,Secreted,u,ligand
AF-Q16280-F1-model_v4,CNGA2,Q16280,Membrane,c,receptor
AF-Q16281-F1-model_v4,CNGA3,Q16281,Membrane,u,receptor
AF-Q16288-F1-model_v4,NTRK3,Q16288,Membrane,c,receptor
AF-Q16322-F1-model_v4,KCNA10,Q16322,Membrane,u,receptor
AF-Q16342-F1-model_v4,PDCD2,Q16342,Nucleus,c,receptor
AF-Q16348-F1-model_v4,SLC15A2,Q16348,Cell membrane,u,receptor
AF-Q16363-F1-model_v4,LAMA4,Q16363,"Secreted, extracellular space, extracellular matrix, basement membrane",c,ligand
AF-Q16378-F1-model_v4,PRR4,Q16378,Secreted,u,ligand
AF-Q16445-F1-model_v4,GABRA6,Q16445,Postsynaptic cell membrane;Cell membrane,u,receptor
AF-Q16478-F1-model_v4,GRIK5,Q16478,Cell membrane;Postsynaptic cell membrane,u,receptor
AF-Q16512-F1-model_v4,PKN1,Q16512,Cytoplasm;Nucleus;Endosome;Cell membrane;Cleavage furrow;Midbody,u,receptor
AF-Q16513-F1-model_v4,PKN2,Q16513,"Cytoplasm;Nucleus;Membrane;Cell projection, lamellipodium;Cytoplasm, cytoskeleton;Cleavage furrow;Midbody;Cell junction",u,receptor
AF-Q16515-F1-model_v4,ASIC2,Q16515,Cell membrane,u,receptor
AF-Q16518-F1-model_v4,RPE65,Q16518,Cytoplasm;Cell membrane;Microsome membrane,u,receptor
AF-Q16538-F1-model_v4,GPR162,Q16538,Cell membrane,u,receptor
AF-Q16552-F1-model_v4,IL17A,Q16552,Secreted,c,ligand
AF-Q16553-F1-model_v4,LY6E,Q16553,Cell membrane,u,receptor
AF-Q16555-F1-model_v4,DPYSL2,Q16555,"Cytoplasm, cytosol;Cytoplasm, cytoskeleton;Membrane",u,receptor
AF-Q16557-F1-model_v4,PSG3,Q16557,Secreted,u,ligand
AF-Q16558-F1-model_v4,KCNMB1,Q16558,Membrane,u,receptor
AF-Q16568-F1-model_v4,CARTPT,Q16568,Secreted,u,ligand
AF-Q16570-F1-model_v4,ACKR1,Q16570,Early endosome;Recycling endosome;Membrane,c,receptor
AF-Q16572-F1-model_v4,SLC18A3,Q16572,Membrane,c,receptor
AF-Q16581-F1-model_v4,C3AR1,Q16581,Cell membrane,c,receptor
AF-Q16585-F1-model_v4,SGCB,Q16585,"Cell membrane, sarcolemma;Cytoplasm, cytoskeleton",u,receptor
AF-Q16586-F1-model_v4,SGCA,Q16586,"Cell membrane, sarcolemma;Cytoplasm, cytoskeleton",u,receptor
AF-Q16602-F1-model_v4,CALCRL,Q16602,Cell membrane,c,receptor
AF-Q16609-F1-model_v4,LPAL2,Q16609,Secreted,u,ligand
AF-Q16610-F1-model_v4,ECM1,Q16610,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q16613-F1-model_v4,AANAT,Q16613,Cytoplasm,c,ligand
AF-Q16617-F1-model_v4,NKG7,Q16617,Cell membrane;Cytolytic granule membrane,u,receptor
AF-Q16619-F1-model_v4,CTF1,Q16619,Secreted,c,ligand
AF-Q16620-F1-model_v4,NTRK2,Q16620,"Cell membrane;Endosome membrane;Early endosome membrane;Cell projection, axon;Cell projection, dendrite;Cytoplasm, perinuclear region;Postsynaptic density",c,receptor
AF-Q16623-F1-model_v4,STX1A,Q16623,"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Synapse, synaptosome;Cell membrane;Secreted",u,ligand
AF-Q16625-F1-model_v4,OCLN,Q16625,"Cell membrane;Cell junction, tight junction",c,receptor
AF-Q16627-F1-model_v4,CCL14,Q16627,Secreted,c,ligand
AF-Q16637-F1-model_v4,SMN1,Q16637,"Nucleus, gem;Nucleus, Cajal body;Cytoplasm;Cytoplasmic granule;Perikaryon;Cell projection, neuron projection;Cell projection, axon;Cytoplasm, myofibril, sarcomere, Z line",u,receptor
AF-Q16643-F1-model_v4,DBN1,Q16643,"Cytoplasm;Cell projection, dendrite;Cytoplasm, cell cortex;Cell junction;Cell projection, growth cone",u,receptor
AF-Q16651-F1-model_v4,PRSS8,Q16651,"Cell membrane;Secreted, extracellular space;Secreted, extracellular space",u,ligand
AF-Q16653-F1-model_v4,MOG,Q16653,Cell membrane;Cell membrane;Cell membrane;Cell membrane;Cell membrane;Cell membrane;Cell membrane;Cell membrane;Cell membrane,u,receptor
AF-Q16658-F1-model_v4,FSCN1,Q16658,"Cytoplasm, cytosol;Cytoplasm, cell cortex;Cytoplasm, cytoskeleton;Cytoplasm, cytoskeleton, stress fiber;Cell projection, filopodium;Cell projection, invadopodium;Cell projection, microvillus;Cell junction",u,receptor
AF-Q16661-F1-model_v4,GUCA2B,Q16661,Secreted,c,ligand
AF-Q16663-F1-model_v4,CCL15,Q16663,Secreted,c,ligand
AF-Q16671-F1-model_v4,AMHR2,Q16671,Membrane,c,receptor
AF-Q16674-F1-model_v4,MIA,Q16674,Secreted,c,ligand
AF-Q16720-F1-model_v4,ATP2B3,Q16720,Cell membrane;Presynaptic cell membrane,u,receptor
AF-Q16760-F1-model_v4,DGKD,Q16760,"Membrane, clathrin-coated pit;Cytoplasm;Cell membrane;Cytoplasm",u,receptor
AF-Q16769-F1-model_v4,QPCT,Q16769,Secreted,u,ligand
AF-Q16787-F1-model_v4,LAMA3,Q16787,"Secreted, extracellular space, extracellular matrix, basement membrane",c,ligand
AF-Q16790-F1-model_v4,CA9,Q16790,"Nucleus;Nucleus, nucleolus;Cell membrane;Cell projection, microvillus membrane",u,receptor
AF-Q16819-F1-model_v4,MEP1A,Q16819,Membrane,u,receptor
AF-Q16820-F1-model_v4,MEP1B,Q16820,Cell membrane;Secreted,u,ligand
AF-Q16821-F1-model_v4,PPP1R3A,Q16821,Membrane,u,receptor
AF-Q16827-F1-model_v4,PTPRO,Q16827,Membrane,u,receptor
AF-Q16832-F1-model_v4,DDR2,Q16832,Cell membrane,c,receptor
AF-Q16842-F1-model_v4,ST3GAL2,Q16842,"Golgi apparatus, Golgi stack membrane;Secreted",u,ligand
AF-Q16849-F1-model_v4,PTPRN,Q16849,"Membrane;Cytoplasmic vesicle, secretory vesicle membrane;Perikaryon;Cell projection, axon;Synapse;Cell membrane;Endosome;Cytoplasmic vesicle, secretory vesicle membrane;Nucleus",u,receptor
AF-Q16853-F1-model_v4,AOC3,Q16853,Cell membrane,u,receptor
AF-Q16880-F1-model_v4,UGT8,Q16880,Membrane;Endoplasmic reticulum,u,receptor
AF-Q17R55-F1-model_v4,FAM187B,Q17R55,Membrane,u,receptor
AF-Q17R60-F1-model_v4,IMPG1,Q17R60,"Cell projection, cilium, photoreceptor outer segment;Secreted, extracellular space, extracellular matrix, interphotoreceptor matrix;Photoreceptor inner segment",u,ligand
AF-Q17R89-F1-model_v4,ARHGAP44,Q17R89,"Cell projection, dendritic spine;Recycling endosome;Presynapse;Cell projection, dendrite",u,receptor
AF-Q17RF5-F1-model_v4,ODAPH,Q17RF5,Secreted,u,ligand
AF-Q17RQ9-F1-model_v4,NKPD1,Q17RQ9,Membrane,u,receptor
AF-Q17RR3-F1-model_v4,PNLIPRP3,Q17RR3,Secreted,u,ligand
AF-Q17RW2-F1-model_v4,COL24A1,Q17RW2,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q17RY0-F1-model_v4,CPEB4,Q17RY0,"Cytoplasm;Cell projection, dendrite;Cell projection, dendritic spine;Postsynaptic density;Cell projection, axon;Cell projection, growth cone;Endoplasmic reticulum;Cytoplasm, perinuclear region",u,receptor
AF-Q17RY6-F1-model_v4,LY6K,Q17RY6,"Secreted;Cytoplasm;Cell membrane;Cytoplasmic vesicle, secretory vesicle, acrosome;Membrane raft",u,ligand
AF-Q18PE1-F1-model_v4,DOK7,Q18PE1,Cell membrane;Synapse,u,receptor
AF-Q19T08-F1-model_v4,ECSCR,Q19T08,Cell membrane;Cytoplasm,u,receptor
AF-Q1AE95-F1-model_v4,TMEM183B,Q1AE95,Membrane,u,receptor
AF-Q1EHB4-F1-model_v4,SLC5A12,Q1EHB4,Apical cell membrane,u,receptor
AF-Q1HG43-F1-model_v4,DUOXA1,Q1HG43,Membrane,u,receptor
AF-Q1L6U9-F1-model_v4,MSMP,Q1L6U9,Secreted,u,ligand
AF-Q1W4C9-F1-model_v4,SPINK13,Q1W4C9,Secreted,u,ligand
AF-Q1ZYL8-F1-model_v4,IZUMO4,Q1ZYL8,Secreted,u,ligand
AF-Q24JQ0-F1-model_v4,TMEM241,Q24JQ0,Membrane,u,receptor
AF-Q29980-F1-model_v4,MICB,Q29980,Cell membrane,c,ligand
AF-Q29983-F1-model_v4,MICA,Q29983,Cell membrane;Cytoplasm,c,ligand
AF-Q2HXU8-F1-model_v4,CLEC12B,Q2HXU8,Cell membrane,u,receptor
AF-Q2I0M4-F1-model_v4,LRRC26,Q2I0M4,"Cell membrane;Cytoplasm, cytoskeleton",u,receptor
AF-Q2I0M5-F1-model_v4,RSPO4,Q2I0M5,Secreted,c,ligand
AF-Q2L4Q9-F1-model_v4,PRSS53,Q2L4Q9,Secreted,u,ligand
AF-Q2LD37-F1-model_v4,KIAA1109,Q2LD37,Membrane,u,receptor
AF-Q2M1P5-F1-model_v4,KIF7,Q2M1P5,"Cell projection, cilium;Cytoplasm, cytoskeleton, cilium basal body",u,receptor
AF-Q2M1Z3-F1-model_v4,ARHGAP31,Q2M1Z3,"Cell projection, lamellipodium;Cell junction, focal adhesion",u,receptor
AF-Q2M2E3-F1-model_v4,ODF4,Q2M2E3,Membrane,u,receptor
AF-Q2M2E5-F1-model_v4,C5orf64,Q2M2E5,Secreted,u,ligand
AF-Q2M2H8-F1-model_v4,MGAM2,Q2M2H8,Membrane,u,receptor
AF-Q2M2I8-F1-model_v4,AAK1,Q2M2I8,"Cell membrane;Membrane, clathrin-coated pit;Presynapse",u,receptor
AF-Q2M385-F1-model_v4,MPEG1,Q2M385,Cytoplasmic vesicle membrane;Secreted,u,ligand
AF-Q2M3C6-F1-model_v4,TMEM266,Q2M3C6,"Cell membrane;Cell projection, dendrite;Perikaryon",u,receptor
AF-Q2M3G0-F1-model_v4,ABCB5,Q2M3G0,Cell membrane,u,receptor
AF-Q2M3M2-F1-model_v4,SLC5A9,Q2M3M2,Membrane,u,receptor
AF-Q2M3R5-F1-model_v4,SLC35G1,Q2M3R5,Cell membrane;Endoplasmic reticulum membrane,u,receptor
AF-Q2M3T9-F1-model_v4,HYAL4,Q2M3T9,Membrane,u,receptor
AF-Q2MJR0-F1-model_v4,SPRED3,Q2MJR0,Cell membrane,u,receptor
AF-Q2MKA7-F1-model_v4,RSPO1,Q2MKA7,Secreted;Nucleus,c,ligand
AF-Q2MV58-F1-model_v4,TCTN1,Q2MV58,"Cytoplasm, cytoskeleton, cilium basal body;Secreted",c,ligand
AF-Q2PZI1-F1-model_v4,DPY19L1,Q2PZI1,Membrane,u,receptor
AF-Q2T9K0-F1-model_v4,TMEM44,Q2T9K0,Membrane,u,receptor
AF-Q2T9L4-F1-model_v4,INSYN1,Q2T9L4,Postsynaptic density,u,receptor
AF-Q2TAC6-F1-model_v4,KIF19,Q2TAC6,"Cytoplasm, cytoskeleton;Cell projection, cilium",u,receptor
AF-Q2TAL6-F1-model_v4,VWC2,Q2TAL6,"Secreted, extracellular space, extracellular matrix, basement membrane;Synapse",u,ligand
AF-Q2TAL8-F1-model_v4,QRICH1,Q2TAL8,Nucleus;Cytoplasm;Cell membrane,u,receptor
AF-Q2TAP0-F1-model_v4,GOLGA7B,Q2TAP0,Cell membrane;Golgi apparatus membrane,u,receptor
AF-Q2TBF2-F1-model_v4,WSCD2,Q2TBF2,Membrane,u,receptor
AF-Q2TV78-F1-model_v4,MST1L,Q2TV78,Secreted,u,ligand
AF-Q2UY09-F1-model_v4,COL28A1,Q2UY09,"Secreted, extracellular space, extracellular matrix, basement membrane",u,ligand
AF-Q2VPA4-F1-model_v4,CR1L,Q2VPA4,Cytoplasm;Membrane;Secreted,u,ligand
AF-Q2VWP7-F1-model_v4,PRTG,Q2VWP7,Membrane,u,receptor
AF-Q2WEN9-F1-model_v4,CEACAM16,Q2WEN9,Secreted,c,ligand
AF-Q2WGJ8-F1-model_v4,TMEM249,Q2WGJ8,"Cell projection, cilium, flagellum membrane",u,receptor
AF-Q2WGJ9-F1-model_v4,FER1L6,Q2WGJ9,Membrane,u,receptor
AF-Q2Y0W8-F1-model_v4,SLC4A8,Q2Y0W8,Membrane,u,receptor
AF-Q30154-F1-model_v4,HLA-DRB5,Q30154,"Cell membrane;Endoplasmic reticulum membrane;Golgi apparatus, trans-Golgi network membrane;Endosome membrane;Lysosome membrane;Late endosome membrane",u,receptor
AF-Q30201-F1-model_v4,HFE,Q30201,Cell membrane,c,receptor
AF-Q30KP8-F1-model_v4,DEFB136,Q30KP8,Secreted,u,ligand
AF-Q30KP9-F1-model_v4,DEFB135,Q30KP9,Secreted,u,ligand
AF-Q30KQ1-F1-model_v4,DEFB133,Q30KQ1,Secreted,u,ligand
AF-Q30KQ4-F1-model_v4,DEFB116,Q30KQ4,Secreted,u,ligand
AF-Q30KQ5-F1-model_v4,DEFB115,Q30KQ5,Secreted,u,ligand
AF-Q30KQ6-F1-model_v4,DEFB114,Q30KQ6,Secreted,u,ligand
AF-Q30KQ7-F1-model_v4,DEFB113,Q30KQ7,Secreted,u,ligand
AF-Q30KQ8-F1-model_v4,DEFB112,Q30KQ8,Secreted,u,ligand
AF-Q30KQ9-F1-model_v4,DEFB110,Q30KQ9,Secreted,u,ligand
AF-Q30KR1-F1-model_v4,DEFB109B,Q30KR1,Secreted,u,ligand
AF-Q32M45-F1-model_v4,ANO4,Q32M45,Cell membrane,u,receptor
AF-Q32P28-F1-model_v4,P3H1,Q32P28,"Endoplasmic reticulum;Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q32ZL2-F1-model_v4,PLPPR5,Q32ZL2,Cell membrane,u,receptor
AF-Q3B7J2-F1-model_v4,GFOD2,Q3B7J2,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q3B7S5-F1-model_v4,SMIM21,Q3B7S5,Membrane,u,receptor
AF-Q3B7T3-F1-model_v4,BEAN1,Q3B7T3,Membrane,u,receptor
AF-Q3B820-F1-model_v4,FAM161A,Q3B820,"Cytoplasm, cytoskeleton, cilium basal body;Cell projection, cilium",u,receptor
AF-Q3C1V0-F1-model_v4,MS4A18,Q3C1V0,Membrane,u,receptor
AF-Q3KNS1-F1-model_v4,PTCHD3,Q3KNS1,"Cell projection, cilium, flagellum membrane;Endoplasmic reticulum membrane",u,receptor
AF-Q3KNW5-F1-model_v4,SLC10A6,Q3KNW5,Membrane,u,receptor
AF-Q3KPI0-F1-model_v4,CEACAM21,Q3KPI0,Membrane,u,receptor
AF-Q3KR16-F1-model_v4,PLEKHG6,Q3KR16,"Cell projection, microvillus;Cytoplasm, cytoskeleton, spindle;Cytoplasm, cytoskeleton, spindle pole;Cleavage furrow",u,receptor
AF-Q3KR37-F1-model_v4,GRAMD1B,Q3KR37,Endoplasmic reticulum membrane;Cell membrane,u,receptor
AF-Q3MIP1-F1-model_v4,ITPRIPL2,Q3MIP1,Membrane,u,receptor
AF-Q3MIR4-F1-model_v4,TMEM30B,Q3MIR4,Cell membrane,u,receptor
AF-Q3MIW9-F1-model_v4,MUCL3,Q3MIW9,Cell membrane;Cytoplasm,u,receptor
AF-Q3MIX3-F1-model_v4,ADCK5,Q3MIX3,Membrane,u,receptor
AF-Q3MJ16-F1-model_v4,PLA2G4E,Q3MJ16,"Cytoplasm, cytosol;Early endosome membrane;Lysosome membrane;Cell membrane",u,receptor
AF-Q3SXP7-F1-model_v4,SHISAL1,Q3SXP7,Membrane,u,receptor
AF-Q3SXY7-F1-model_v4,LRIT3,Q3SXY7,"Cell projection, dendrite;Perikaryon;Endoplasmic reticulum membrane",u,receptor
AF-Q3SXY8-F1-model_v4,ARL13B,Q3SXY8,"Cell projection, cilium membrane;Cell projection, cilium",u,receptor
AF-Q3SY77-F1-model_v4,UGT3A2,Q3SY77,Membrane,u,receptor
AF-Q3SYG4-F1-model_v4,BBS9,Q3SYG4,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cell projection, cilium membrane;Cytoplasm;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite",u,receptor
AF-Q3V6T2-F1-model_v4,CCDC88A,Q3V6T2,"Cell membrane;Cytoplasm, cytosol;Cytoplasmic vesicle;Cell projection, lamellipodium;Cytoplasm, cytoskeleton, cilium basal body;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole",u,receptor
AF-Q3ZCN5-F1-model_v4,OTOGL,Q3ZCN5,Secreted,u,ligand
AF-Q3ZCQ3-F1-model_v4,FAM174B,Q3ZCQ3,Cell membrane;Golgi apparatus,u,receptor
AF-Q401N2-F1-model_v4,ZACN,Q401N2,Cell membrane,u,receptor
AF-Q494U1-F1-model_v4,PLEKHN1,Q494U1,Cell membrane;Mitochondrion;Mitochondrion membrane,u,receptor
AF-Q494W8-F1-model_v4,CHRFAM7A,Q494W8,Membrane,u,receptor
AF-Q495A1-F1-model_v4,TIGIT,Q495A1,Cell membrane,u,receptor
AF-Q495M3-F1-model_v4,SLC36A2,Q495M3,Cell membrane;Endoplasmic reticulum membrane;Recycling endosome membrane,u,receptor
AF-Q495M9-F1-model_v4,USH1G,Q495M9,"Cytoplasm, cytosol;Cytoplasm, cytoskeleton;Cell membrane;Cell projection, cilium;Nucleus speckle;Nucleus, Cajal body;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Photoreceptor inner segment",u,receptor
AF-Q495N2-F1-model_v4,SLC36A3,Q495N2,Membrane,u,receptor
AF-Q495T6-F1-model_v4,MMEL1,Q495T6,Membrane;Secreted,u,ligand
AF-Q496F6-F1-model_v4,CD300E,Q496F6,Cell membrane,u,receptor
AF-Q496H8-F1-model_v4,NRN1L,Q496H8,Cell membrane,u,receptor
AF-Q49AH0-F1-model_v4,CDNF,Q49AH0,Secreted,u,ligand
AF-Q49SQ1-F1-model_v4,GPR33,Q49SQ1,Cell membrane,u,receptor
AF-Q4ADV7-F1-model_v4,RIC1,Q4ADV7,"Cytoplasm, cytosol;Membrane",u,receptor
AF-Q4G0F5-F1-model_v4,VPS26B,Q4G0F5,Cytoplasm;Membrane;Early endosome;Late endosome,u,receptor
AF-Q4G0G5-F1-model_v4,SCGB2B2,Q4G0G5,Secreted,u,ligand
AF-Q4G0I0-F1-model_v4,CCSMST1,Q4G0I0,Membrane,u,receptor
AF-Q4G0M1-F1-model_v4,ERFE,Q4G0M1,Secreted,u,ligand
AF-Q4G0N8-F1-model_v4,SLC9C1,Q4G0N8,"Cell projection, cilium, flagellum membrane",u,receptor
AF-Q4G0P3-F1-model_v4,HYDIN,Q4G0P3,"Cell projection, cilium;Cytoplasm, cytoskeleton, cilium axoneme",u,receptor
AF-Q4G0X9-F1-model_v4,CCDC40,Q4G0X9,"Cytoplasm;Cell projection, cilium",u,receptor
AF-Q4G148-F1-model_v4,GXYLT1,Q4G148,Membrane,u,receptor
AF-Q4G1C9-F1-model_v4,GLIPR1L2,Q4G1C9,Membrane,u,receptor
AF-Q4KMG0-F1-model_v4,CDON,Q4KMG0,Cell membrane,c,receptor
AF-Q4KMG9-F1-model_v4,TMEM52B,Q4KMG9,Membrane,u,receptor
AF-Q4KMQ2-F1-model_v4,ANO6,Q4KMQ2,Cell membrane,u,receptor
AF-Q4KMZ8-F1-model_v4,NKAIN1,Q4KMZ8,Cell membrane,u,receptor
AF-Q4KWH8-F1-model_v4,PLCH1,Q4KWH8,Cytoplasm;Membrane,u,receptor
AF-Q4L180-F1-model_v4,FILIP1L,Q4L180,Cytoplasm;Membrane;Nucleus,u,receptor
AF-Q4LDE5-F1-model_v4,SVEP1,Q4LDE5,Secreted;Cytoplasm;Membrane,u,ligand
AF-Q4LDR2-F1-model_v4,CTXN3,Q4LDR2,Membrane,u,receptor
AF-Q4QY38-F1-model_v4,DEFB134,Q4QY38,Secreted,u,ligand
AF-Q4U2R8-F1-model_v4,SLC22A6,Q4U2R8,Cell membrane,u,receptor
AF-Q4V328-F1-model_v4,GRIPAP1,Q4V328,"Early endosome membrane;Recycling endosome membrane;Cell projection, axon;Cell projection, dendrite;Synapse",u,receptor
AF-Q4V9L6-F1-model_v4,TMEM119,Q4V9L6,Cell membrane;Cytoplasm;Endoplasmic reticulum membrane,u,receptor
AF-Q4VC39-F1-model_v4,HIGD2B,Q4VC39,Membrane,u,receptor
AF-Q4VNC0-F1-model_v4,ATP13A5,Q4VNC0,Membrane,u,receptor
AF-Q4VX76-F1-model_v4,SYTL3,Q4VX76,Endomembrane system,c,ligand
AF-Q4VXA5-F1-model_v4,KHDC1,Q4VXA5,Membrane,u,receptor
AF-Q4VXF1-F1-model_v4,FAM74A3,Q4VXF1,Membrane,u,receptor
AF-Q4W5P6-F1-model_v4,SMIM43,Q4W5P6,Membrane,u,receptor
AF-Q4ZG55-F1-model_v4,GREB1,Q4ZG55,Membrane,u,receptor
AF-Q4ZHG4-F1-model_v4,FNDC1,Q4ZHG4,Secreted,u,ligand
AF-Q4ZJI4-F1-model_v4,SLC9B1,Q4ZJI4,"Cell projection, cilium, flagellum membrane",u,receptor
AF-Q504Y0-F1-model_v4,SLC39A12,Q504Y0,Membrane,u,receptor
AF-Q504Y2-F1-model_v4,PKDCC,Q504Y2,Secreted;Golgi apparatus,u,ligand
AF-Q50LG9-F1-model_v4,LRRC24,Q50LG9,Membrane,u,receptor
AF-Q52LC2-F1-model_v4,ATP6AP1L,Q52LC2,Membrane,u,receptor
AF-Q52LD8-F1-model_v4,RFTN2,Q52LD8,Cell membrane,u,receptor
AF-Q53EL9-F1-model_v4,SEZ6,Q53EL9,Cell membrane,u,receptor
AF-Q53EP0-F1-model_v4,FNDC3B,Q53EP0,Membrane,u,receptor
AF-Q53GA4-F1-model_v4,PHLDA2,Q53GA4,Cytoplasm;Membrane,u,receptor
AF-Q53GD3-F1-model_v4,SLC44A4,Q53GD3,Membrane;Apical cell membrane,u,receptor
AF-Q53GL0-F1-model_v4,PLEKHO1,Q53GL0,Cell membrane;Nucleus;Cytoplasm,u,receptor
AF-Q53H76-F1-model_v4,PLA1A,Q53H76,Secreted,u,ligand
AF-Q53H80-F1-model_v4,AKIRIN2,Q53H80,Nucleus;Cytoplasm;Membrane,u,receptor
AF-Q53QZ3-F1-model_v4,ARHGAP15,Q53QZ3,Cytoplasm;Membrane,u,receptor
AF-Q53R12-F1-model_v4,TM4SF20,Q53R12,Membrane;Endoplasmic reticulum membrane,u,receptor
AF-Q53RD9-F1-model_v4,FBLN7,Q53RD9,"Secreted, extracellular space, extracellular matrix",u,ligand
